id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
v0t2socx5m,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,0,0
v239h433uo,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,1,0,0
v2uald4p4j,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,2,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,2,0,0
v36zj2nv36,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",6,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",6,0,0
v49cgbtvnv,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
v4cc9ybaa5,Vivo solo(a),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,5,Vivo solo(a),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,5,0,0
v9ypqsule6,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo de forma permanente,5,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo de forma permanente,5,0,0
vcc6zrw7fv,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Muy alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Muy alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,1,0,0
vhxl04j163,Mascota(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,Mascota(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,0,0
vrhn157xmw,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,2,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,2,0,0
vswwrxttjf,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,0,0
vt2zoqcz82,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mi familia,Bajo riesgo,Alto riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,5,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mi familia,Bajo riesgo,Alto riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,5,0,0
vvkndj1qbs,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,1,0,0
vvqcfzvud7,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,2,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,2,0,0
vwahqa41n7,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Yo tengo/tuve COVID-19,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Yo tengo/tuve COVID-19,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,3,0,0
w1nv5915kv,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,5,0,0
w42nf55f1b,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
w5xtzcugvx,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,4,0,0
w6yp7x898a,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,4,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,4,0,0
weet73evpb,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Peor,No lo sé / Prefiero no responder,2,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bueno,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Peor,No lo sé / Prefiero no responder,2,0,0
wf97lh7z68,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,No,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,No,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
wgy641oo43,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),4,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),4,0,0
wk96y1x8lq,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",6,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",6,0,0
wladwertxg,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,5,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,5,0,0
wlvl1wwfzc,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,0,0
wn2unaotm3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Mejor,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Mejor,No lo sé / Prefiero no responder,3,0,0
wphq2jrlzz,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,5,0,0
wqczg92ob1,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,7,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,7,0,0
wr64fsxv00,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
wudken5v8o,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Muy alto riesgo,Muy alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,En mi país,Muy alto riesgo,Muy alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,0,0
wvnyykf2cl,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,0,0
wwoetkbxr4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Muy malo,No,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Muy malo,No,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,3,0,0
wwuhvoq50m,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
wz1x195jy9,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
